record_type	source_path	source_location	source_url	source_date	acquired_on	verified_on	verification_status	evidence_basis	evidence_excerpt	notes	organisation_name	organisation_domain	segment	subtype	priority	campus	distance_km	radius_tier	geocode_precision	latitude	longitude	locality	address	website	public_email	public_phone	size_evidence	headcount	education_angle	founded	licence_class	osm_id	desk_tier	desk_score	transport_band	contact_name	role	role_certainty	contact_route	shared_email	published_role_email	named_email	organisation_phone	role_phone	profile_url	channel_attribution	enquiry_author	enquiry_type	enquiry_date	date_qualification	request	platform	contact_attribution	current_relevance	campus_fit	enquiry_phone	enquiry_email	relevance_reason	proposed_offer	cta_type	hook	hook_source_url	hook_verified_on	acquisition_track_id	value_module_ids	review_status	missing_information	lead_track	record_key	welfare_fit	care_model	pdpa_risk	pdpa_risk_reason	proposed_welfare_track	track_reason	priority_score	factors_known	children_served_published	children_served_as_of	age_range_published	gender_served	schooling_arrangement_published	runs_own_school	funding_model_published	registration_published	nis_reg_no	nis_reg_date	nis_profile_url	licence_status	operator_or_umbrella	religious_affiliation_published	services	known_funders_or_partners	foreign_charity_registrations	social_media	all_emails	all_phones	volunteer_programme	volunteer_fee_published	safeguarding_policy_url	staff_count_published	latest_activity_date	red_flags	catchment_note	master_organisation_id	nearest_primary_campus	distance_to_primary_km	all_sources_json	email_type	phone_type	author_type_stated	locality_text
contact		Kafika House | High-Love, Low-Cost Rehabilitative Surgery for Children in Tanzania	https://www.kafikahouse.org/	2026-01-01	2026-09-22	2026-09-22	verified	official	Formerly The Plaster House; donor-funded rehabilitative surgery for children; P.O. Box 937 Arusha; admin@ email; HQ, Arusha and outreach phones.		Kafika House	kafikahouse.org										Arusha (HQ); further houses in Moshi (2024) and Karatu (2023)															Administration / HQ desk	confirmed	email		admin@kafikahouse.org			+255685838215		Published by Kafika House on kafikahouse.org (HQ and Arusha lines); HQ number also in ZoomTanzania, Arusha number in Afya directory.																				research_only		welfare_customer	WCON_kafika_house_administration_hq_desk			medium	Mobile numbers published as the organisation's contact lines.																							"[""admin@kafikahouse.org""]"	"[""+255685838215"", ""+255742304490""]"											"[{""url"": ""https://www.kafikahouse.org/"", ""title"": ""Kafika House | High-Love, Low-Cost Rehabilitative Surgery for Children in Tanzania"", ""source_date"": ""2026"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""name"", ""former_name"", ""address"", ""email"", ""phone"", ""services""], ""evidence_excerpt"": ""Formerly The Plaster House; donor-funded rehabilitative surgery for children; P.O. Box 937 Arusha; admin@ email; HQ, Arusha and outreach phones.""}, {""url"": ""https://www.zoomtanzania.net/directory/kafika-house/"", ""title"": ""Kafika House - ZoomTanzania directory"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""directory"", ""fetched"": true, ""facts_supported"": [""phone"", ""website"", ""former_name""], ""evidence_excerpt"": ""Directory lists Kafika House, formerly The Plaster House, Arusha, phone +255 742 304 490.""}, {""url"": ""https://www.afyadirectory.co.tz/tanzania/arusha/organization/the-plaster-house"", ""title"": ""The Plaster House - Tanzania Medical Directory"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""directory"", ""fetched"": true, ""facts_supported"": [""phone"", ""affiliations""], ""evidence_excerpt"": ""Directory lists The Plaster House, Arusha, phone 0685 838215, affiliated with ALMC and Australian Volunteers International.""}]"	role	mobile		
contact		Kafika House | High-Love, Low-Cost Rehabilitative Surgery for Children in Tanzania	https://www.kafikahouse.org/	2026-01-01	2026-09-22	2026-09-22	verified	official	Formerly The Plaster House; donor-funded rehabilitative surgery for children; P.O. Box 937 Arusha; admin@ email; HQ, Arusha and outreach phones.		Kafika House	kafikahouse.org										Arusha (HQ); further houses in Moshi (2024) and Karatu (2023)															Outreach desk	confirmed	phone					+255620772853		Published by Kafika House on kafikahouse.org as its outreach line.																				research_only		welfare_customer	WCON_kafika_house_outreach_desk			medium	Mobile number published as an organisational line.																								"[""+255620772853""]"											"[{""url"": ""https://www.kafikahouse.org/"", ""title"": ""Kafika House | High-Love, Low-Cost Rehabilitative Surgery for Children in Tanzania"", ""source_date"": ""2026"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""name"", ""former_name"", ""address"", ""email"", ""phone"", ""services""], ""evidence_excerpt"": ""Formerly The Plaster House; donor-funded rehabilitative surgery for children; P.O. Box 937 Arusha; admin@ email; HQ, Arusha and outreach phones.""}]"		mobile		
contact		Meet the Team - Amani	https://www.amanikids.org/team		2026-09-22	2026-09-22	verified	official	Team page names the Executive Director, acting programme manager, education coordinator and Arusha centre coordinator.	Most relevant role for school placement and fee sponsorship.	Amani Centre for Street Children	amanikids.org										Moshi														John Mbati	Acting Social Work and Education Coordinator	confirmed	website							Named on Amani's own team page; reach via info@amanikids.org.																				research_only		welfare_customer	WCON_amani_centre_for_street_children_john_mbati			medium	Named individual in a professional role as published by the organisation.																																			"[{""url"": ""https://www.amanikids.org/team"", ""title"": ""Meet the Team - Amani"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""leadership""], ""evidence_excerpt"": ""Team page names the Executive Director, acting programme manager, education coordinator and Arusha centre coordinator.""}]"				
contact		Meet the Team - Amani	https://www.amanikids.org/team		2026-09-22	2026-09-22	verified	official	Team page names the Executive Director, acting programme manager, education coordinator and Arusha centre coordinator.		Amani Centre for Street Children	amanikids.org										Moshi														Naomi Kimaro	Coordinator, Amani Arusha Centre	confirmed	website							Named on Amani's own team page; reach via info@amanikids.org.																				research_only		welfare_customer	WCON_amani_centre_for_street_children_naomi_kimaro			medium	Named individual in a professional role as published by the organisation.																																			"[{""url"": ""https://www.amanikids.org/team"", ""title"": ""Meet the Team - Amani"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""leadership""], ""evidence_excerpt"": ""Team page names the Executive Director, acting programme manager, education coordinator and Arusha centre coordinator.""}]"				
contact		Contact Us - Amani Centre for Street Children	https://www.amanikids.org/contact-us		2026-09-22	2026-09-22	verified	official	PO Box 6515 Moshi; +255 752 220 637; info@amanikids.org; support offices in USA, UK, Netherlands and Germany.	Funder route. UK street address withheld (appears to be a private residence).	Amani Centre for Street Children	amanikids.org										Moshi															UK office (Friends of Amani UK)	confirmed	email			friendsofamani.uk@gmail.com				Published by Amani on its own contact page for the UK office.																				research_only		welfare_customer	WCON_amani_centre_for_street_children_uk_office			risky	Personal-domain (gmail) mailbox, even though used for an organisational office.																							"[""friendsofamani.uk@gmail.com""]"												"[{""url"": ""https://www.amanikids.org/contact-us"", ""title"": ""Contact Us - Amani Centre for Street Children"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""address"", ""phone"", ""email"", ""social_media"", ""foreign_offices""], ""evidence_excerpt"": ""PO Box 6515 Moshi; +255 752 220 637; info@amanikids.org; support offices in USA, UK, Netherlands and Germany.""}]"	personal_domain			
contact		Contact Us - Amani Centre for Street Children	https://www.amanikids.org/contact-us		2026-09-22	2026-09-22	verified	official	PO Box 6515 Moshi; +255 752 220 637; info@amanikids.org; support offices in USA, UK, Netherlands and Germany.	Funder route. Street address withheld (may be private).	Amani Centre for Street Children	amanikids.org										Moshi															Netherlands office (Vrienden van Amani)	confirmed	email		info@vriendenvanamani.nl					Published by Amani on its own contact page for the Netherlands office.																				research_only		welfare_customer	WCON_amani_centre_for_street_children_netherlands_office			low	Generic organisational email at the support charity's own domain.																							"[""info@vriendenvanamani.nl""]"												"[{""url"": ""https://www.amanikids.org/contact-us"", ""title"": ""Contact Us - Amani Centre for Street Children"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""address"", ""phone"", ""email"", ""social_media"", ""foreign_offices""], ""evidence_excerpt"": ""PO Box 6515 Moshi; +255 752 220 637; info@amanikids.org; support offices in USA, UK, Netherlands and Germany.""}]"	role			
contact		Contact Us - Amani Centre for Street Children	https://www.amanikids.org/contact-us		2026-09-22	2026-09-22	verified	official	PO Box 6515 Moshi; +255 752 220 637; info@amanikids.org; support offices in USA, UK, Netherlands and Germany.	Funder route. Street address withheld (may be private).	Amani Centre for Street Children	amanikids.org										Moshi															Germany office (Freunde von Amani)	confirmed	email		mail@freundevonamani.de					Published by Amani on its own contact page for the Germany office.																				research_only		welfare_customer	WCON_amani_centre_for_street_children_germany_office			low	Generic organisational email at the support charity's own domain.																							"[""mail@freundevonamani.de""]"												"[{""url"": ""https://www.amanikids.org/contact-us"", ""title"": ""Contact Us - Amani Centre for Street Children"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""address"", ""phone"", ""email"", ""social_media"", ""foreign_offices""], ""evidence_excerpt"": ""PO Box 6515 Moshi; +255 752 220 637; info@amanikids.org; support offices in USA, UK, Netherlands and Germany.""}]"	role			
contact		Under The Same Sun	https://www.underthesamesun.com/	2026-08-17	2026-09-22	2026-09-22	verified	official	400+ students with albinism educated in safe boarding schools; Canadian charity 851599860 RR0001; latest post 17 Aug 2026.		Under The Same Sun	underthesamesun.com										National programme (Tanzania), managed from Mwanza															Head office (Canada)	confirmed	email		info@underthesamesun.com		+16043368870			Published by UTSS on its own website.																				research_only		welfare_customer	WCON_under_same_sun_head_office			low	Generic organisational email and office phone.																							"[""info@underthesamesun.com""]"	"[""+16043368870""]"											"[{""url"": ""https://www.underthesamesun.com/"", ""title"": ""Under The Same Sun"", ""source_date"": ""2026-08-17"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""description"", ""children_served"", ""registration"", ""email"", ""phone"", ""latest_activity""], ""evidence_excerpt"": ""400+ students with albinism educated in safe boarding schools; Canadian charity 851599860 RR0001; latest post 17 Aug 2026.""}]"	role	office		
contact		Contact - Standing Voice	https://www.standingvoice.org/contact		2026-09-22	2026-09-22	verified	official	Tanzania office P.O. Box 1902, Isamilo, Mwanza; infotz@standingvoice.org; Tanzanian number 08536; UK charity 1151250.		Standing Voice	standingvoice.org										Mwanza (Tanzania office)															Tanzania office (Mwanza)	confirmed	email		infotz@standingvoice.org					Published by Standing Voice on its own contact page.																				research_only		welfare_customer	WCON_standing_voice_office			low	Generic organisational email at its own domain.																							"[""infotz@standingvoice.org""]"												"[{""url"": ""https://www.standingvoice.org/contact"", ""title"": ""Contact - Standing Voice"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""address"", ""email"", ""registration""], ""evidence_excerpt"": ""Tanzania office P.O. Box 1902, Isamilo, Mwanza; infotz@standingvoice.org; Tanzanian number 08536; UK charity 1151250.""}]"	role			
contact		Opportunity Builds Africa - home page	https://opportunitybuildsafrica.org/		2026-09-22	2026-09-22	verified	published	Operation Bootstrap Africa is now Opportunity Builds Africa; contact info@ address and Minneapolis office phone.		Opportunity Builds Africa (formerly Operation Bootstrap-Africa)	opportunitybuildsafrica.org										Minneapolis, MN															General enquiries	confirmed	email		info@opportunitybuildsafrica.org		+16128714980			Published by Opportunity Builds Africa on its home page																				research_only		welfare_customer	WCON_opportunity_builds_africa_general_enquiries			low	Generic organisational email and office phone.																							"[""info@opportunitybuildsafrica.org""]"	"[""+16128714980""]"											"[{""url"": ""https://opportunitybuildsafrica.org/"", ""title"": ""Opportunity Builds Africa - home page"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""name_change"", ""email"", ""phone""], ""evidence_excerpt"": ""Operation Bootstrap Africa is now Opportunity Builds Africa; contact info@ address and Minneapolis office phone.""}]"	role	office		
contact		EdPowerment - home page	https://www.edpowerment.org/		2026-09-22	2026-09-22	verified	published	Works in Siha villages (Namayani, Msitu, Dahani); sponsorships, apprenticeships, malnutrition prevention; info@edpowerment.org.		EdPowerment Inc	edpowerment.org										Mahwah, NJ (US); Siha villages (programme)															Tanzania office lines	confirmed	email		info@edpowerment.org			+255712219689		Published by EdPowerment on its website																				research_only		welfare_customer	WCON_edpowerment_office_lines			medium	Mobile numbers published by the organisation as contact lines.																							"[""info@edpowerment.org""]"	"[""+255712219689"", ""+255746767927"", ""+255752331139""]"											"[{""url"": ""https://www.edpowerment.org/"", ""title"": ""EdPowerment - home page"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""locality"", ""services"", ""email"", ""phone""], ""evidence_excerpt"": ""Works in Siha villages (Namayani, Msitu, Dahani); sponsorships, apprenticeships, malnutrition prevention; info@edpowerment.org.""}]"	role	mobile		
contact		Contact - ANGONET	https://angonet.or.tz/contact/		2026-09-22	2026-09-22	verified	published	Kaloleni Area - Kipanga Rd, House No. 23; info@angonet.or.tz; +255 754 467 472.		Arusha NGO Network (ANGONET)	angonet.or.tz										Kaloleni, Arusha															Secretariat	confirmed	email		info@angonet.or.tz			+255754467472		Published on ANGONET contact page																				research_only		welfare_customer	WCON_arusha_network_secretariat			medium	Organisation line appears to be a mobile number.																							"[""info@angonet.or.tz""]"	"[""+255754467472""]"											"[{""url"": ""https://angonet.or.tz/contact/"", ""title"": ""Contact - ANGONET"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""address"", ""email"", ""phone""], ""evidence_excerpt"": ""Kaloleni Area - Kipanga Rd, House No. 23; info@angonet.or.tz; +255 754 467 472.""}]"	role	unknown		
