from_organisation	to_organisation	relationship_type	from_key	to_key	from_in_master	verification_status	pdpa_risk	notes	sources
Arusha Lutheran Medical Centre	Kafika House	operates	WORG_arusha_lutheran_medical_centre	WORG_kafika_house	Od109d0513fc6	historical	low	Legacy site described The Plaster House as an ALMC programme; current site does not.	"[{""url"": ""https://www.theplasterhouse.org/what-we-do-overview"", ""title"": ""Overview - The Plaster House"", ""source_date"": ""2019"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""founded"", ""operator"", ""age_range"", ""services""], ""evidence_excerpt"": ""Legacy site: set up 2008 as a programme of Arusha Lutheran Medical Centre; serves children up to 18.""}, {""url"": ""https://www.theplasterhouse.org/about-us-our-partners"", ""title"": ""Our Partners - The Plaster House"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""funders"", ""partners""], ""evidence_excerpt"": ""Legacy partners page: AMH grants since 2010, Watsi since 2012, Smile Train, Impact UK, Tencent Foundation, MiracleFeet, AVI.""}]"
A&K Philanthropy	Kafika House	partners_with		WORG_kafika_house		verified	low		"[{""url"": ""https://www.akphilanthropy.org/projects/kafika-house"", ""title"": ""Kafika House - A&K Philanthropy"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""partner""], ""evidence_excerpt"": ""A&K Philanthropy project page describes its partnership with Kafika House in Arusha.""}]"
Friends of Amani US Inc	Amani Centre for Street Children	funds	WORG_friends_of_amani_us	WORG_amani_centre_for_street_children		verified	low	EIN 27-3621599; 2024 revenue $825,314.	"[{""url"": ""https://projects.propublica.org/nonprofits/organizations/273621599"", ""title"": ""Friends Of Amani Us Inc - ProPublica Nonprofit Explorer"", ""source_date"": ""2024"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""foreign_charity"", ""income""], ""evidence_excerpt"": ""Friends of Amani US Inc, Hooksett NH, EIN 27-3621599; 2024 Form 990 revenue $825,314.""}, {""url"": ""https://www.amanikids.org/"", ""title"": ""Amani Centre for Street Children"", ""source_date"": ""2026"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""name"", ""children_served"", ""foreign_charity"", ""email"", ""founded""], ""evidence_excerpt"": ""2025 figures: 338 child rescues, 260+ reintegrated, 350+ with ongoing education support; US, UK and Dutch support charities listed.""}]"
Friends of Amani UK	Amani Centre for Street Children	funds	WORG_friends_of_amani_uk	WORG_amani_centre_for_street_children		verified	low	UK charity 1107618 (register not fetched: HTTP 403).	"[{""url"": ""https://www.amanikids.org/"", ""title"": ""Amani Centre for Street Children"", ""source_date"": ""2026"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""name"", ""children_served"", ""foreign_charity"", ""email"", ""founded""], ""evidence_excerpt"": ""2025 figures: 338 child rescues, 260+ reintegrated, 350+ with ongoing education support; US, UK and Dutch support charities listed.""}, {""url"": ""https://www.amanikids.org/contact-us"", ""title"": ""Contact Us - Amani Centre for Street Children"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""address"", ""phone"", ""email"", ""social_media"", ""foreign_offices""], ""evidence_excerpt"": ""PO Box 6515 Moshi; +255 752 220 637; info@amanikids.org; support offices in USA, UK, Netherlands and Germany.""}]"
Vrienden van Amani Nederland	Amani Centre for Street Children	funds	WORG_vrienden_van_amani_nederland	WORG_amani_centre_for_street_children		verified	low	ANBI RSIN 856833691.	"[{""url"": ""https://www.amanikids.org/"", ""title"": ""Amani Centre for Street Children"", ""source_date"": ""2026"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""name"", ""children_served"", ""foreign_charity"", ""email"", ""founded""], ""evidence_excerpt"": ""2025 figures: 338 child rescues, 260+ reintegrated, 350+ with ongoing education support; US, UK and Dutch support charities listed.""}, {""url"": ""https://www.amanikids.org/contact-us"", ""title"": ""Contact Us - Amani Centre for Street Children"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""address"", ""phone"", ""email"", ""social_media"", ""foreign_offices""], ""evidence_excerpt"": ""PO Box 6515 Moshi; +255 752 220 637; info@amanikids.org; support offices in USA, UK, Netherlands and Germany.""}]"
Freunde von Amani	Amani Centre for Street Children	funds		WORG_amani_centre_for_street_children		verified	low	German support office, Stuttgart; registration not published.	"[{""url"": ""https://www.amanikids.org/contact-us"", ""title"": ""Contact Us - Amani Centre for Street Children"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""address"", ""phone"", ""email"", ""social_media"", ""foreign_offices""], ""evidence_excerpt"": ""PO Box 6515 Moshi; +255 752 220 637; info@amanikids.org; support offices in USA, UK, Netherlands and Germany.""}]"
Innovo Benefits Group	Amani Centre for Street Children	funds	WORG_innovo_benefits_group	WORG_amani_centre_for_street_children		verified	low	Supports therapy and care services.	"[{""url"": ""https://www.amanikids.org/partners"", ""title"": ""Our Partners - Amani"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""funders""], ""evidence_excerpt"": ""Partners page names Innovo Benefits Group (USA) and Liaison Group (UK) as supporters.""}]"
Liaison Group	Amani Centre for Street Children	funds	WORG_liaison_group	WORG_amani_centre_for_street_children		verified	low		"[{""url"": ""https://www.amanikids.org/partners"", ""title"": ""Our Partners - Amani"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""funders""], ""evidence_excerpt"": ""Partners page names Innovo Benefits Group (USA) and Liaison Group (UK) as supporters.""}]"
Under The Same Sun	Village of Hope Mwanza	partners_with	WORG_under_same_sun			verified	low	Village of Hope manages the education programme.	"[{""url"": ""https://www.underthesamesun.com/education-support/"", ""title"": ""Education & Support - Under The Same Sun"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""schooling_arrangement"", ""children_served"", ""partner""], ""evidence_excerpt"": ""Places students with albinism in select boarding schools, primary to post-secondary; 437 served since 2010; managed with Village of Hope Mwanza.""}]"
The Small Things	Nkoaranga Village Organization (Happy Families Children's Village)	funds	WORG_small_things	WORG_nkoaranga_orphanage		verified	low	$287,600 (FY2025) and $245,500 (FY2024) per Schedule F; support for orphans and children of Nkoaranga.	"[{""url"": ""https://projects.propublica.org/nonprofits/full_text_search?utf8=%E2%9C%93&q=%22nkoaranga%22"", ""title"": ""ProPublica full-text search 'nkoaranga' (IRS 990 Schedule F, The Small Things)"", ""source_date"": ""FY2018-FY2025 filings"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""relationship"", ""grant_amount"", ""locality""], ""evidence_excerpt"": ""Schedule F 2025: Nkoaranga Village Organization support, $287,600 to children's NGO in Tanzania; 2018: Nkoaranga orphanage, Happy Families Children's Village.""}]"
Evangelical Lutheran Church in Tanzania (ELCT)	Nkoaranga Village Organization (Happy Families Children's Village)	operates	WORG_evangelical_lutheran_church_in	WORG_nkoaranga_orphanage		needs_review	low	2018-2020 filings of The Small Things refer to 'ELECT Nkoaranga orphanage operations'; diocese not stated; current operator unconfirmed.	"[{""url"": ""https://projects.propublica.org/nonprofits/full_text_search?utf8=%E2%9C%93&q=%22nkoaranga%22"", ""title"": ""ProPublica full-text search 'nkoaranga' (IRS 990 Schedule F, The Small Things)"", ""source_date"": ""FY2018-FY2025 filings"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""relationship"", ""grant_amount"", ""locality""], ""evidence_excerpt"": ""Schedule F 2025: Nkoaranga Village Organization support, $287,600 to children's NGO in Tanzania; 2018: Nkoaranga orphanage, Happy Families Children's Village.""}]"
Utopia Foundation Inc	St. Mark's Children's Home and Orphanage (Usa River)	funds	WORG_utopia_foundation	WORG_st_marks_children_home_and_orphanage		verified	low	FY2024 grant $46,155 for food/shelter/education; recurring since at least FY2017.	"[{""url"": ""https://projects.propublica.org/nonprofits/full_text_search?utf8=%E2%9C%93&q=%22mark%27s+children%27s+home%22+tanzania"", ""title"": ""ProPublica full-text search 'St. Mark's Children's Home' (Utopia Foundation Schedule F)"", ""source_date"": ""FY2017-FY2024 filings"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""relationship"", ""children_served"", ""locality"", ""grant_amount""], ""evidence_excerpt"": ""2024 Schedule F: Tanzania food/shelter/educ. $46,155; St. Mark's Children's Home and Orphanage in Usa River provides over 100 orphaned children...""}]"
Hidden With Christ Ministries	Treasures of Africa KIDZ Project (formerly Treasures of Africa Children's Home)	operates	WORG_hidden_with_christ_ministries	WORG_treasures_of_africa_kidz_project		verified	low	Operated the children's home until 30 June 2021; operates KIDZ education programme 2022-2025.	"[{""url"": ""https://projects.propublica.org/nonprofits/full_text_search?utf8=%E2%9C%93&q=%22vulnerable+children%22+moshi"", ""title"": ""ProPublica full-text search 'vulnerable children' moshi (HWCM Form 990)"", ""source_date"": ""FY2013-FY2025 filings"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""relationship"", ""status_change""], ""evidence_excerpt"": ""2021: operated orphanage in Moshi until June 30, 2021; 2022-2025: Treasures of Africa KIDZ Project provides education support for OVC.""}, {""url"": ""https://projects.propublica.org/nonprofits/full_text_search?utf8=%E2%9C%93&q=%22school+fees%22+moshi"", ""title"": ""ProPublica full-text search 'school fees' moshi (HWCM Schedule F)"", ""source_date"": ""FY2025 filing"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""services"", ""school_fees""], ""evidence_excerpt"": ""Moshi office programme Treasures of Africa KIDZ provides education expenses including school fees (FY2022-FY2025).""}]"
Sal-vay-shen Green	Treasures of Africa KIDZ Project (formerly Treasures of Africa Children's Home)	funds	WORG_sal_vay_shen_green	WORG_treasures_of_africa_kidz_project		needs_review	low	FY2024 remodel/maintenance assistance $171,678; conflicts with HWCM statement that the orphanage closed in 2021.	"[{""url"": ""https://projects.propublica.org/nonprofits/full_text_search?utf8=%E2%9C%93&q=%22children%27s+home%22+moshi"", ""title"": ""ProPublica full-text search 'children's home' moshi (Sal-vay-shen Green)"", ""source_date"": ""FY2019-FY2024 filings"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""relationship""], ""evidence_excerpt"": ""Main orphanage assisted in Africa is Treasures of Africa Children's Home in Moshi; remodel and maintenance assistance $171,678 (2024).""}]"
Foundation For Hope In Africa Inc	Kim Jones House (orphanage), Moshi	funds	WORG_foundation_for_hope_in_africa	WORG_kim_jones_house_moshi		verified	low	Child sponsorships and food since 2012; FY2025 expenses incl. building school additions and repairs.	"[{""url"": ""https://projects.propublica.org/nonprofits/full_text_search?utf8=%E2%9C%93&q=%22orphanage+in+moshi%22"", ""title"": ""ProPublica full-text search 'orphanage in moshi' (FFHIA Form 990-EZ)"", ""source_date"": ""FY2024-FY2025 filings"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""relationship"", ""locality""], ""evidence_excerpt"": ""Kim Jones House (orphanage) in Moshi; FY2025 filing also lists building school additions and maintenance.""}, {""url"": ""https://projects.propublica.org/nonprofits/full_text_search?utf8=%E2%9C%93&q=moshi+orphanage"", ""title"": ""ProPublica full-text search moshi orphanage (FFHIA 2022 Form 990-EZ)"", ""source_date"": ""FY2021-FY2022 filings"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""relationship"", ""founded""], ""evidence_excerpt"": ""Supported Kim Jones House Orphanage in Moshi through child sponsorships and food provision since 2012.""}]"
Karama Connection	Karama Kids (Karama Care orphanage), Arusha	funds	WORG_karama_connection	WORG_karama_kids_arusha		verified	low	$42,542 (2025), $43,184 (2024).	"[{""url"": ""https://projects.propublica.org/nonprofits/full_text_search?utf8=%E2%9C%93&q=%22orphanage+in+arusha%22"", ""title"": ""ProPublica full-text search 'orphanage in arusha' (Karama Connection)"", ""source_date"": ""FY2018-FY2025 filings"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""relationship"", ""grant_amount""], ""evidence_excerpt"": ""2025 Schedule O: Karama Care orphanage in Arusha; 990-EZ 2023-2025: supported Karama Kids and Malaika Orphanage with housing, food, education.""}, {""url"": ""https://projects.propublica.org/nonprofits/full_text_search?utf8=%E2%9C%93&q=arusha+orphanage"", ""title"": ""ProPublica full-text search arusha orphanage p1 (Karama Connection Schedule O)"", ""source_date"": ""FY2024-FY2025"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""grant_amount""], ""evidence_excerpt"": ""2025: Karama Care orphanage $42,542; 2024: Karama Kids orphanage $43,184 and Malaika Orphanage Arusha $6,385.""}, {""url"": ""https://www.karamaconnection.org/why-karama/"", ""title"": ""Why Karama? - Karama Connection"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""children_served"", ""age_range"", ""founded"", ""address""], ""evidence_excerpt"": ""Orphanage rents a house in Arusha; 20 children aged five to eighteen; organisation started 2005.""}]"
